date,code,name,title,body,source,url,provider
2026-04-30,600900,长江电力,长江电力600900.SH)：2026年一季报净利润为67.61亿元、同比较去年同期上涨30.50%,2026年4月30日，长江电力600900.SH)发布2026年一季报。 公司营业总收入为181.12亿元，在已披露的同业公司中排名第6，较去年同报告期营业总收入增加10.96亿元，实现5年连续上涨，同比较去年同期上涨6.44%。,界面新闻,http://finance.eastmoney.com/a/202604303726076779.html,akshare
2026-04-30,600900,长江电力,长江电力600900.SH)：2025年年报净利润为345.03亿元、同比较去年同期上涨6.17%,2026年4月30日，长江电力600900.SH)发布2025年年报。 公司营业总收入为862.42亿元，在已披露的同业公司中排名第5，较去年同报告期营业总收入增加17.50亿元，实现4年连续上涨，同比较去年同期上涨2.07%。,界面新闻,http://finance.eastmoney.com/a/202604303726147821.html,akshare
2026-06-15,600900,长江电力,大盘蓝筹丨“重”石压舱：国家核心生产要素的资本化结晶，沪主板总资产429.3万亿元覆盖全A市场88%,例如，中国神华（601088.SH）的煤电路港航化一体化体系，长江电力（600900.SH）等电力企业的大规模发电能力，中国移动（600941.SH）的5G和算力网络，紫金矿业（601899.SH）的全球资源布局，都是国民经济运行不可或缺的底层资产。,中国经营报,http://finance.eastmoney.com/a/202606153771242234.html,akshare
2026-05-29,600900,长江电力,公用事业行业资金流入榜：华能蒙电、长江电力等净流入资金居前,（数据宝） 公用事业行业资金流入榜 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 600863 华能蒙电 9.94 9.12 94437.94 600900 长江电力 1.95 0.87 88736.06 000767 晋控电力 10.06 12.75,证券时报网,http://finance.eastmoney.com/a/202605293754527124.html,akshare
2026-06-26,000333,美的集团,分红季|红利低波（H30269.CSI）成分股沪农商行（601825.SH）和美的集团（000333.SZ）6月26日进行股权登记,根据美的集团（000333.SZ）6月23日发布的《美的集团：2025年度A股利润分配实施公告》，2026-6-26是股权登记日，除息除权日是2026-6-29，每10股派发现金38元（含税）。,每日经济新闻,http://finance.eastmoney.com/a/202606263784600912.html,akshare
2026-06-29,000333,美的集团,今日盘中突破半年线个股,0.53 275.35 289.14 5.01 300759 康龙化成 11.63 4.70 28.08 29.38 4.63 605377 华旺科技 7.75 1.83 8.94 9.32 4.19 002638 勤上股份 10.14 4.92 3.86 4.02 4.09 000333,证券时报网,http://finance.eastmoney.com/a/202606293786265196.html,akshare
2026-06-29,000333,美的集团,今日突破半年线个股,12.13 7.97 21.22 22.00 3.70 002430 杭氧股份 4.79 5.38 29.32 30.40 3.68 300246 宝莱特 6.82 5.79 14.97 15.51 3.59 300046 台基股份 5.25 9.01 33.69 34.89 3.57 000333,证券时报网,http://finance.eastmoney.com/a/202606293786601942.html,akshare
2026-06-29,000333,美的集团,【盘中播报】62只个股突破半年线,8.40 5.34 12.32 12.65 2.71 688083 中望软件 8.98 4.43 61.34 62.98 2.68 603682 锦和商管 2.85 3.04 7.37 7.57 2.66 601339 百隆东方 4.04 0.71 7.02 7.21 2.64 000333,证券时报网,http://finance.eastmoney.com/a/202606293786532841.html,akshare
2026-06-29,000333,美的集团,49只股中线走稳 站上半年线,5.65 20.29 20.91 3.05 600265 *ST景谷 3.82 1.33 21.12 21.76 3.03 605060 联德股份 9.99 4.63 52.12 53.60 2.84 300293 蓝英装备 4.17 5.06 19.47 20.00 2.74 000333,证券时报网,http://finance.eastmoney.com/a/202606293786425729.html,akshare
2026-06-29,000333,美的集团,近日海外机构调研股名单,惠柏新材 1 44.08 6.52 基础化工 688212 澳华内镜 7 30.01 4.89 医药生物 300693 盛弘股份 36 46.10 1.34 电力设备 688183 生益电子 1 124.22 0.46 电子 301608 博实结 1 48.82 -0.14 计算机 000333,证券时报网,http://finance.eastmoney.com/a/202606293786686067.html,akshare
2026-06-22,000333,美的集团,美的集团：2025年度A股利润分配每10股派38元 分红总金额为259.2亿元,"美的集团000333.SZ)公告称，公司实施2025年度A股利润分配方案，以现有A股股本6,962,590,407股剔除已回购股份142,570,872股后的6,820,019,535股为基数，向全体股东每10股派发现金38元(含税)，分红总金额为259.2亿元。",财联社,http://finance.eastmoney.com/a/202606223778239889.html,akshare
2026-06-23,000333,美的集团,分红季|每10股派发现金38元！红利低波（H30269.CSI）成分股美的集团，发布2025年度A股利润分配实施公告！,数据显示，美的集团（000333.SZ）是红利低波（H30269.CSI）指数的成分股，红利低波（H30269.CSI）指数选取50只流动性好、连续分红、红利支付率适中、每股股息正增长以及股息率高且波动率低的证券作为指数样本。,每日经济新闻,http://finance.eastmoney.com/a/202606233779568252.html,akshare
2026-06-26,000333,美的集团,47家公司获海外机构调研,9 6.69 -6.17 电力设备 002003 伟星股份 1 8.33 -6.72 纺织服饰 000893 亚钾国际 1 41.85 -7.21 基础化工 002507 涪陵榨菜 1 10.84 -7.27 食品饮料 001336 楚环科技 1 22.55 -7.96 环保 000333,证券时报网,http://finance.eastmoney.com/a/202606263784853842.html,akshare
2026-06-29,000333,美的集团,公募调研风向微变：电子热度不减，医药生物关注度显著抬升,除了上述恒坤新材、美迪西、富祥股份这三只个股外，美的集团（000333.SZ）、房地产板块盈新发展（000620.SZ）、机械设备股鸿仕达（920125.BJ）与汇成真空（301392.SZ）、汽车板块中汽股份（301215.SZ）、计算机板块广电运通（002152.SZ）、电力设备欧陆通,澎湃新闻,http://finance.eastmoney.com/a/202606293786968792.html,akshare
